Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas
,25,Prefer not to say,Few times a month,['Beauty and Personal Care'],sometimes,Few times a week,Filter,Multiple pages,4,yes,Sometimes,Found a better price elsewhere,Sometimes,yes,Moderately,sometimes,3,sometimes,3,3,Competitive prices,Customer service responsiveness
,45,Female,Multiple times a week,['Beauty and Personal Care'],sometimes,Few times a week,categories,Multiple pages,2,maybe,Sometimes,High shipping costs,Sometimes,yes,Moderately,yes,4,sometimes,3,4,Competitive prices,Customer service responsiveness
,12,Female,Multiple times a week,['Beauty and Personal Care'],yes,Few times a week,categories,Multiple pages,3,maybe,Sometimes,Found a better price elsewhere,Always,yes,Moderately,yes,3,sometimes,4,4,Wide product selection,Customer service responsiveness
,56,Prefer not to say,Few times a month,['Beauty and Personal Care'],sometimes,Multiple times a day,categories,Multiple pages,4,no,Sometimes,Found a better price elsewhere,Often,yes,Occasionally,yes,3,sometimes,3,4,Product recommendations,Customer service responsiveness
,45,Female,Multiple times a week,['Beauty and Personal Care'],yes,Few times a week,Filter,Multiple pages,3,maybe,Often,Found a better price elsewhere,Sometimes,yes,Moderately,sometimes,3,yes,3,2,Competitive prices,Customer service responsiveness
,41,Female,Once a week,['Beauty and Personal Care'],sometimes,Few times a week,categories,Multiple pages,3,maybe,Sometimes,Found a better price elsewhere,Often,yes,Moderately,sometimes,4,sometimes,3,3,Product recommendations,Product quality and accuracy
,23,Female,Once a week,['Beauty and Personal Care'],sometimes,Few times a week,Keyword,Multiple pages,3,maybe,Often,Found a better price elsewhere,Sometimes,yes,Moderately,sometimes,3,sometimes,3,3,Competitive prices,Customer service responsiveness
,23,Female,Multiple times a week,['Beauty and Personal Care'],yes,Few times a week,Keyword,Multiple pages,3,maybe,Sometimes,Found a better price elsewhere,Sometimes,yes,Occasionally,sometimes,4,sometimes,3,3,Competitive prices,Customer service responsiveness
,45,Female,Multiple times a week,['Beauty and Personal Care'],sometimes,Few times a week,categories,Multiple pages,3,maybe,Sometimes,High shipping costs,Sometimes,yes,Moderately,sometimes,3,sometimes,3,3,Product recommendations,Reducing packaging waste
,25,Female,Few times a month,['Beauty and Personal Care'],sometimes,Few times a week,categories,Multiple pages,3,maybe,Sometimes,High shipping costs,Sometimes,yes,Occasionally,sometimes,4,sometimes,4,4,Product recommendations,Reducing packaging waste
,25,Male,Multiple times a week,['Beauty and Personal Care'],sometimes,Few times a week,categories,Multiple pages,2,yes,Sometimes,Found a better price elsewhere,Always,yes,Moderately,sometimes,3,sometimes,3,2,Product recommendations,Product quality and accuracy
,23,Female,Few times a month,['Clothing and Fashion'],sometimes,Few times a week,Keyword,Multiple pages,4,maybe,Sometimes,High shipping costs,Sometimes,yes,Occasionally,sometimes,3,sometimes,3,3,Product recommendations,Customer service responsiveness
,23,Female,Few times a month,['Clothing and Fashion'],sometimes,Few times a week,categories,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,yes,Occasionally,sometimes,3,sometimes,3,3,User-friendly website/app interface,Customer service responsiveness
,23,Female,Once a month,['Clothing and Fashion'],sometimes,Few times a month,Filter,Multiple pages,3,maybe,Rarely,Changed my mind or no longer need the item,Sometimes,no,Occasionally,sometimes,3,sometimes,3,3,Competitive prices,Customer service responsiveness
,23,Female,Once a week,['Beauty and Personal Care'],sometimes,Few times a week,Filter,Multiple pages,3,maybe,Sometimes,Found a better price elsewhere,Sometimes,yes,Moderately,sometimes,3,sometimes,3,3,Product recommendations,Customer service responsiveness
,23,Prefer not to say,Multiple times a week,"['Beauty and Personal Care', 'Home and Kitchen']",sometimes,Few times a month,Keyword,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Always,yes,Moderately,sometimes,3,sometimes,3,3,Competitive prices,Customer service responsiveness
,23,Female,Multiple times a week,['Beauty and Personal Care'],sometimes,Few times a month,categories,Multiple pages,2,maybe,Often,Found a better price elsewhere,Often,yes,Moderately,sometimes,3,sometimes,3,5,Competitive prices,Customer service responsiveness
,23,Female,Once a week,['Groceries and Gourmet Food'],sometimes,Few times a week,categories,Multiple pages,3,maybe,Rarely,High shipping costs,Always,yes,Moderately,sometimes,4,sometimes,3,4,Product recommendations,Customer service responsiveness
,23,Female,Once a month,['Beauty and Personal Care'],sometimes,Few times a week,categories,Multiple pages,3,maybe,Sometimes,Found a better price elsewhere,Rarely,yes,Moderately,sometimes,4,sometimes,3,4,Product recommendations,Product quality and accuracy
,23,Female,Few times a month,['Beauty and Personal Care'],yes,Few times a week,Keyword,First page,3,maybe,Sometimes,Found a better price elsewhere,Sometimes,yes,Occasionally,yes,3,sometimes,3,4,Competitive prices,Customer service responsiveness
,25,Female,Once a week,['Beauty and Personal Care'],sometimes,Multiple times a day,categories,Multiple pages,4,maybe,Sometimes,Found a better price elsewhere,Sometimes,yes,Heavily,sometimes,3,sometimes,3,3,Product recommendations,Customer service responsiveness
,23,Female,Once a week,['Beauty and Personal Care'],sometimes,Few times a week,categories,Multiple pages,4,maybe,Sometimes,Found a better price elsewhere,Sometimes,yes,Moderately,sometimes,3,sometimes,3,4,Competitive prices,Customer service responsiveness
,23,Female,Once a week,['Clothing and Fashion'],sometimes,Few times a week,Filter,Multiple pages,3,maybe,Sometimes,Found a better price elsewhere,Sometimes,yes,Heavily,sometimes,3,sometimes,3,3,Product recommendations,Reducing packaging waste
,23,Female,Once a month,['Beauty and Personal Care'],sometimes,Few times a week,categories,Multiple pages,3,maybe,Sometimes,High shipping costs,Sometimes,yes,Occasionally,sometimes,3,sometimes,2,3,Wide product selection,Product quality and accuracy
,23,Female,Few times a month,"['Beauty and Personal Care', 'Clothing and Fashion', 'others']",yes,Few times a month,Keyword,Multiple pages,1,yes,Often,others,Sometimes,no,Heavily,yes,2,yes,2,2,Wide product selection,Product quality and accuracy
,23,Female,Once a week,['Clothing and Fashion'],sometimes,Multiple times a day,Keyword,Multiple pages,3,maybe,Often,Found a better price elsewhere,Sometimes,yes,Moderately,sometimes,3,sometimes,3,3,Product recommendations,Product quality and accuracy
